"";"Domain";"Phylum";"Class";"Order";"Family";"Genus";"Species";"AD_DNF";"AD_EFF";"AD_INF";"AD_NFC";"AH_DNF";"AH_EFF";"AH_INF";"AH_NFC";"BE_EFF";"BE_INF";"BE_NFC";"EM_DNF";"EM_EFF";"EM_INF";"EM_NFC";"FD_DNF";"FD_EFF";"FD_INF";"FD_NFC";"FR_DNF";"FR_EFF";"FR_INF";"FR_NFC";"MN_DNF";"MN_EFF";"MN_INF";"MN_NFC";"TE_DNF";"TE_EFF";"TE_INF";"TE_NFC";"TG_DNF";"TG_EFF";"TG_INF";"TG_NFC";"TU_DNF";"TU_EFF";"TU_INF";"TU_NFC";"WT_DNF";"WT_EFF";"WT_INF";"WT_NFC";"ZR_DNF";"ZR_EFF";"ZR_NFC";"ZR~R1_INF";"ZR~R2_INF";"ZR~R3_INF"
"1227";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"Propionibacterium|sp.|canine|oral|taxon|300";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1228";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"Propioniciclava|sp.|JL42";5;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
"1229";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"Propioniciclava|tarda";12;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"1230";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"uncultured|bacterium";55;2;9;2;1;0;0;2;0;0;0;3;3;2;1;2;2;11;0;2;2;9;3;2;0;8;0;2;0;14;2;18;1;18;0;0;1;0;0;0;1;3;0;0;0;2;1;1;5
"1231";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"uncultured|Nocardioidaceae|bacterium";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1232";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"uncultured|Propionibacteriaceae|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"1233";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniciclava";"uncultured|soil|bacterium";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"1234";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propionicimonas";"Propionicimonas|paludicola";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1235";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propionicimonas";"uncultured|bacterium|SJA-181";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"1236";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propioniferax";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"1237";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propionimicrobium";"Propionimicrobium|lymphophilum|DSM|4903";2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"1238";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Propionimicrobium";"uncultured|actinobacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1239";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Propionibacteriaceae|bacterium|WN033";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1240";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|bendigoensis";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"1241";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|flavescens";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1242";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|lubricantis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1243";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|sp.|DT52";0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;5;4;1;16;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1244";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|sp.|LNB-140";0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;5;0;2;0;4;0;0;0;0;0;0;0;1;0;0;0;0;1;4;3
"1245";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|sp.|NSG39";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1246";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|sp.|oral|taxon|F04";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"1247";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"Tessaracoccus|sp.|RP1";0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;3;0;2;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"1248";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"uncultured|actinobacterium";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1249";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"uncultured|bacterium";49;5;36;1;0;0;3;0;0;2;0;8;3;5;3;10;83;91;2;83;19;16;152;1;1;21;12;2;2;33;0;65;4;29;0;4;0;1;8;0;0;14;0;0;0;1;2;4;5
"1250";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Tessaracoccus";"uncultured|Propionibacterineae|bacterium";1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;3;7;0;0;0;1;0;0;1;0;2;0;0;0;1;2;0;1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0
"1251";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"Propionibacteriaceae|bacterium|P6A17";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"1252";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"Propionibacterium|sp.|canine|oral|taxon|365";14;0;2;0;0;0;0;0;0;0;0;2;0;2;1;0;17;19;1;0;0;0;3;0;0;1;1;0;0;1;1;8;3;2;0;2;0;0;1;0;0;0;0;0;0;2;0;0;1
"1253";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"Propionibacterium|sp.|feline|oral|taxon|325";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1254";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"Tessaracoccus|sp.|R-36527";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1255";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"Tessaracoccus|sp.|R-36529";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"1256";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|actinobacterium";103;3;3;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;3;0;0;19;0;0;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0
"1257";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|Actinomycetales|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"1258";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|bacterium";102;7;27;1;0;0;2;0;0;0;0;13;4;10;8;6;24;15;3;8;4;11;47;5;10;15;12;0;5;18;0;99;26;17;0;4;4;3;6;1;1;1;0;1;5;6;0;1;6
"1259";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|Propionibacteriaceae|bacterium";3;0;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;11;4;9;31;0;0;3;0;0;0;4;0;3;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"1260";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|Propioniferax|sp";0;0;0;0;0;0;0;0;0;0;0;5;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"1261";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"uncultured|soil|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1262";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"unidentified|bacterium|sp.|sbr-gs28";1;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1263";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured";"unidentified|marine|bacterioplankton";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1264";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"uncultured|bacterium";"uncultured|bacterium";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"1265";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinoalloteichus";"Actinoalloteichus|cyanogriseus|DSM|43889";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"1266";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";"Actinomycetospora|chiangmaiensis|DSM|45062";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1267";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";"Actinomycetospora|sp.|G2X67";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1268";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";"Pseudonocardia|sp.|CNJ888|PL04";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1269";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1270";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Actinophytocola";"Punica|granatum|(pomegranate)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"1271";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Amycolatopsis";"Amycolatopsis|jejuensis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"1272";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Amycolatopsis";"Amycolatopsis|sulphurea";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1273";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Amycolatopsis";"uncultured|Amycolatopsis|sp";4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1274";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Crossiella";"Oryza|sativa|Indica|Group";5;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"1275";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Crossiella";"uncultured|actinobacterium";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1276";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Crossiella";"uncultured|bacterium";2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"1277";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Crossiella";"uncultured|organism";58;2;1;1;3;1;0;1;0;0;0;2;2;2;1;0;7;2;0;0;0;0;0;1;13;5;2;3;15;0;0;35;29;1;0;0;1;2;0;0;0;0;0;0;46;2;0;0;1
"1278";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Kibdelosporangium";"Kibdelosporangium|aridum|subsp.|largum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"1279";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Kibdelosporangium";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1280";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Kutzneria";"Kutzneria|albida";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1281";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Lechevalieria";"uncultured|bacterium";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1282";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Prauserella";"Prauserella|sp.|AE-4y-A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"1283";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Prauserella";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1284";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|acaciae|DSM|45401";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1285";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|carboxydivorans";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1286";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|dioxanivorans|CB1190";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1287";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|sp.|4218";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1288";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|sp.|AL031203-01";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1289";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|sp.|EC090907-05";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1290";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"Pseudonocardia|sp.|KSF27";0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;2;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1291";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia";"uncultured|bacterium";1;0;4;0;0;0;0;0;0;0;0;4;2;0;0;0;3;8;0;2;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1292";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharopolyspora";"Saccharopolyspora|hordei";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"1293";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharopolyspora";"Saccharopolyspora|phatthalungensis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"1294";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharopolyspora";"uncultured|bacterium";0;0;0;0;0;0;2;0;0;4;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;6;0;0;0;1;0;0;0;0;1;0;0;0
"1295";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Saccharopolyspora";"uncultured|Pseudonocardiaceae|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"1296";"Bacteria";"Actinobacteria";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Thermotunica";"uncultured|compost|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"1297";"Bacteria";"Actinobacteria";"Actinobacteria";"SIFF498-N9D4";"uncultured|bacterium";"uncultured|bacterium";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"1298";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Kitasatospora";"uncultured|bacterium";9;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"1299";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"Actinobacteria|bacterium|YWZKDS316S";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1300";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"actinobacterium|FJYKDS6";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1301";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"Streptomyces|cinnabarinus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"1302";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"Streptomyces|cirratus";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1303";"Bacteria";"Actinobacteria";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces";"Streptomyces|coelicolor";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
