Supergroup_Domain;Phylum;Class;Order;Family;Genus;Traits
Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Prauserella;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Kitasatospora;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptacidiphilus;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomyces;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptomycetales;Streptomycetaceae;Streptomycetaceae_X;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Nocardiopsaceae;Thermobifida;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Streptosporangiaceae;Microbispora;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Thermomonosporaceae;Actinomadura;free-living
Bacteria;Actinobacteria;Actinobacteria_X;Streptosporangiales;Thermomonosporaceae;Spirillospora;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Adlercreutzia;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Asaccharobacter;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coriobacteriaceae_X;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Gordonibacter;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Senegalimassilia;free-living
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia;free-living
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;free-living
Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;free-living
Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellales_X;Gaiellales_XX;free-living
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;free-living
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;free-living
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;free-living
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacterales_X;Solirubrobacterales_XX;free-living
Bacteria;Aerophobetes;Aerophobetes_X;Aerophobetes_XX;Aerophobetes_XXX;Aerophobetes_XXXX;free-living
Bacteria;Aminicenantes;Aminicenantes_X;Aminicenantes_XX;Aminicenantes_XXX;Aminicenantes_XXXX;free-living
Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;free-living
Bacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadetes_XX;Armatimonadetes_XXX;Armatimonadetes_XXXX;free-living
Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;free-living
Bacteria;Atribacteria;Atribacteria_X;Atribacteria_XX;Atribacteria_XXX;Atribacteria_XXXX;free-living
Bacteria;Atribacteria;Atribacteria_X;Atribacteria_XX;Atribacteria_XXX;Candidatus Caldatribacterium;free-living
Bacteria;Bacteria_X;Bacteria_XX;Bacteria_XXX;Bacteria_XXXX;Bacteria_XXXXX;free-living
Bacteria;Bacteroidetes;Bacteroidetes_X;Bacteroidetes_XX;Bacteroidetes_XXX;Bacteroidetes_XXXX;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_X;Bacteroidales_XX;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_X;Phocaeicola;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Anaerophaga;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Carboxylicivirga;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Marinifilum;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Marinilabiaceae_X;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Saccharicrinis;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Candidatus Symbiothrix;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Coprobacter;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Macellibacteroides;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Microbacter;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Petrimonas;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonadaceae_X;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Proteiniphilum;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_X;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Mucinivorans;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_X;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_X;Draconibacteriaceae;Draconibacteriaceae_X;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_X;Draconibacteriaceae;Draconibacterium;free-living
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_X;Prolixibacteraceae;Prolixibacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacteriaceae_X;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Fontibacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Adhaeribacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arcicella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Chryseolinea;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophagaceae_X;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fluviimonas;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Larkinella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Leadbetterella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Meniscus;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Microscilla;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Nibrella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Persicitalea;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pseudarcicella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rudanella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rufibacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Runella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Siphonobacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Sporocytophaga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Sunxiuqinia;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagales_X;Cytophagales_XX;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Candidatus Amoebophilus;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Candidatus Cardinium;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Candidatus Paenicardinium;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Ekhidna;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae_X;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marivirga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Persicobacter;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagia_X;Rhodothermaceae;Rhodothermaceae_X;free-living
Bacteria;Bacteroidetes;Cytophagia;Cytophagia_X;Rhodothermaceae;Salinibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacteriaceae_X;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Brumimicrobium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Cryomorpha;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Cryomorphaceae_X;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Phaeocystidibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Salinirepens;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Actibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquimarina;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Bergeyella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chishuiella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Citreitalea;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cruoricaptor;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Empedobacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Epilithonimonas;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_X;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Galbibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gelidibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Imtechella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maribacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesonia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Moheibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Myroides;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Nonlabens;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pricia;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Riemerella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salinimicrobium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sediminicola;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Siansivirga;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sinomicrobium;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Soonwooa;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Subsaxibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Sufflavibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tamlana;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Wautersiella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Weeksella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriales_X;Flavobacteriales_XX;free-living
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Schleiferiaceae;Schleiferia;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophaga;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Chitinophagaceae_X;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Crenotalea;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Filimonas;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavihumibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavitalea;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Heliimonas;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Hydrotalea;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Lacibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Niabella;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Niastella;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Parafilimonas;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Parasegetibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Sediminibacterium;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Segetibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Taibaiella;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Aureispira;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Candidatus Aquirestis;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Haliscomenobacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Phaeodactylibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Portibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Rubidimonas;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Saprospira;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Saprospiraceae_X;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Nubsella;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_X;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;free-living
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriales_X;Sphingobacteriales_XX;free-living
Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericales_X;Caldisericales_XX;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiaceae;Chlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiaceae;Chlamydiaceae_X;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiaceae;Chlamydophila;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiales_X;Chlamydiales_XX;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiales_X;Criblamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Chlamydiales_X;Estrella;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Candidatus Mesochlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Candidatus Metachlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Neochlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Parachlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Parachlamydiaceae;Parachlamydiaceae_X;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Simkaniaceae;Candidatus Fritschea;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Simkaniaceae;Candidatus Renichlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Simkaniaceae;Candidatus Rhabdochlamydia;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Simkaniaceae;Simkania;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Simkaniaceae;Simkaniaceae_X;free-living
Bacteria;Chlamydiae;Chlamydiae_X;Chlamydiales;Waddliaceae;Waddlia;free-living
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobiaceae_X;free-living
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiales_X;Chlorobiales_XX;free-living
Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;free-living
Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriales_X;Ignavibacteriales_XX;free-living
Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriales_X;Melioribacter;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineaceae_X;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;free-living
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;free-living
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenales_X;Ardenticatenales_XX;free-living
