"";"Supergroup";"Phylum";"Class";"Order";"Family";"Genus";"Species";"AD_DNF";"AD_EFF";"AD_INF";"AD_NFC";"AH_DNF";"AH_EFF";"AH_INF";"AH_NFC";"BE_EFF";"BE_INF";"BE_NFC";"EM_DNF";"EM_EFF";"EM_INF";"EM_NFC";"FD_DNF";"FD_EFF";"FD_INF";"FD_NFC";"FR_DNF";"FR_EFF";"FR_INF";"FR_NFC";"MN_DNF";"MN_EFF";"MN_INF";"MN_NFC";"TE_DNF";"TE_EFF";"TE_INF";"TE_NFC";"TG_DNF";"TG_EFF";"TG_INF";"TG_NFC";"TU_DNF";"TU_EFF";"TU_INF";"TU_NFC";"WT_DNF";"WT_EFF";"WT_INF";"WT_NFC";"ZR_DNF";"ZR_EFF";"ZR_INF";"ZR_NFC"
"1";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Eucoccidiorida";"Cryptosporidium";"Cryptosporidium_parvum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0
"2";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Eucoccidiorida";"Cryptosporidium";"Cryptosporidium_struthionis";0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"3";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Colpodellidae";"Colpodellidae_X";"Colpodella";"Colpodella_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Colpodellidae";"Colpodellidae_X";"Colpodella";"Colpodella_tetrahymenae";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"5";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Colpodellidae";"Colpodellidae_X";"Colpodellidae_XX";"Colpodellidae_XX_sp";0;0;0;0;2;0;8;0;0;6;0;0;0;2;0;0;0;4;0;2;2;6;0;0;0;4;0;0;0;6;0;0;0;0;0;0;2;9;0;0;1;4;0;1;0;2;0
"6";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Gregarines";"Gregarines_X";"Gregarines_XX";"Gregarines_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"7";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Gregarines";"Gregarines_X";"Monocystis";"Monocystis_agilis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Gregarines";"Gregarines_X";"Stylocephalus";"Stylocephalus_giganteus";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"9";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Haemosporida";"Plasmodium-group";"Plasmodium";"Plasmodium_ovale";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;14;4;0;0;0;0;0;13;0;0;0;0;0;0;19;14;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"10";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Armophorea_XX";"Heterometopus";"Heterometopus_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Caenomorphidae";"Caenomorpha";"Caenomorpha_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"12";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Metopidae";"Metopus_1";"Metopus_es";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"13";"Alveolata";"Ciliophora";"Cariacotrichea";"Cariacotrichea_X";"Cariacotrichea_XX";"Cariacotrichea_XXX";"Cariacotrichea_XXX_sp";5;2;2;4;4;1;5;2;0;0;0;0;53;0;3;5;1;0;12;0;0;0;0;0;0;0;0;0;0;0;1;3;5;0;14;3;1;0;4;1;9;2;12;2;1;1;2
"14";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpoda";"Colpoda_steinii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"15";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Cyrtolophosidida";"Microdiaphanosoma";"Microdiaphanosoma_arcuatum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"16";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Platyophryida";"Platyophrya";"Platyophrya_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"17";"Alveolata";"Ciliophora";"CONTH_1";"CONTH_1_X";"CONTH_1_XX";"CONTH_1_XXX";"CONTH_1_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"18";"Alveolata";"Ciliophora";"CONTH_3";"CONTH_3_X";"CONTH_3_XX";"CONTH_3_XXX";"CONTH_3_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0
"19";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"CONThreeP_XX";"Askenasia";"Askenasia_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0
"20";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"CONThreeP_XX";"CONThreeP_XXX";"CONThreeP_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"21";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Cryptocaryonidae";"Cryptocaryon";"Cryptocaryon_irritans";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"22";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Plagiocampidae";"Plagiocampa";"Plagiocampa_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"23";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Urotrichidae";"Urotricha";"Urotricha_sp";0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;0;0;1;0;1;0;2;0;0
"24";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Blepharismidae";"Blepharisma";"Blepharisma_steini";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Climacostomidae";"Climacostomum";"Climacostomum_sp";0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Climacostomidae";"Climacostomum";"Climacostomum_virens";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"27";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Condylostomatidae";"Linostomella";"Linostomella_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Fabreidae";"Fabrea";"Fabrea_salina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_minus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"30";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"31";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_teres";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"32";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_coeruleus";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_polymorphus";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0
"34";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_roeselii";0;0;0;0;1;0;6;0;0;0;0;1;0;0;0;0;1;3;0;0;2;0;0;0;15;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"35";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_sp";0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"36";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Acineria";"Acineria_incurvata";0;3;0;0;7;14;26;3;0;2;0;0;1;0;0;1;8;0;0;4;18;4;5;1;2;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;15;3;2
"37";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Amphileptus";"Amphileptus_aeschtae";0;5;0;1;5;27;8;7;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;1;0;0;0;5;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0
"38";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Amphileptus";"Amphileptus_dragescoi";0;2;0;0;1;13;6;4;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"39";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Epiphyllum";"Epiphyllum_shenzhenense";0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"40";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Hemiophrys";"Hemiophrys_macrostoma";1;6;1;0;12;39;1;15;0;0;2;0;3;0;0;3;0;0;2;1;0;0;0;7;3;0;7;0;59;3;3;0;0;0;0;0;0;0;0;2;17;5;0;3;12;0;10
"41";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Hemiophrys";"Hemiophrys_procera";2;9;0;1;22;99;16;20;2;0;0;0;0;0;1;2;1;0;2;2;23;2;1;3;4;0;0;0;15;0;2;2;1;0;0;0;2;0;0;1;9;3;0;0;6;0;1
"42";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Kentrophyllidae";"Kentrophyllidae_sp";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"43";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Kentrophyllum";"Kentrophyllum_verrucosum";0;0;0;0;2;7;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"44";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_gracilis";0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1
"45";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_paracygnus";0;0;0;0;5;13;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0
"46";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_pictus";0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"47";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_helus";0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"48";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_rostratum";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;0;1;0;0;0;1;0;1;0;0;0;0;0;1;2;0;0;3;0;2;2;0;0;0;1;0
"49";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_shini";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Pleurostomatida_X";"Pleurostomatida_X_sp";7;27;11;3;65;346;57;67;1;0;0;0;6;0;2;17;11;2;20;19;69;8;9;5;13;0;3;8;65;1;5;9;5;2;14;34;23;0;22;7;35;8;6;17;24;12;8
"51";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_6";"Lacrymariidae";"Lacrymaria";"Lacrymaria_sp";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"52";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_6";"Lacrymariidae";"Lacrymariidae_X";"Lacrymariidae_X_sp";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53";"Alveolata";"Ciliophora";"Litostomatea";"Litostomatea_X";"Litostomatea_XX";"Epispathidium_2";"Epispathidium_terricola";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"54";"Alveolata";"Ciliophora";"Litostomatea";"Litostomatea_X";"Litostomatea_XX";"Litostomatea_XXX";"Litostomatea_XXX_sp";0;3;0;0;4;19;2;4;0;0;0;0;2;0;0;0;1;1;0;1;3;0;0;0;2;0;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"55";"Alveolata";"Ciliophora";"Litostomatea";"Rhynchostomatia";"Tracheliidae";"Trachelius";"Trachelius_ovum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"56";"Alveolata";"Ciliophora";"Litostomatea";"Trichostomatia";"Isotrichidae_2";"Isotrichidae_2_X";"Isotrichidae_2_X_sp";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"57";"Alveolata";"Ciliophora";"Litostomatea";"Trichostomatia";"Ophryoscolecidae_2";"Entodinium_1";"Entodinium_1_sp";0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
"58";"Alveolata";"Ciliophora";"Litostomatea";"Trichostomatia";"Trichostomatia_X";"Balantidium_1";"Balantidium_ctenopharyngodoni";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";"Alveolata";"Ciliophora";"Litostomatea";"Trichostomatia";"Trichostomatia_X";"Diplodinium";"Diplodinium_anisacanthum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60";"Alveolata";"Ciliophora";"Litostomatea";"Trichostomatia";"Trichostomatia_X";"Trichostomatia_XX";"Trichostomatia_XX_sp";0;0;1;0;8;41;10;6;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;1;1;0;0;0;2;0;0;2;0;0;0;0;0;0;1;5;0;0;0;0;3;0;2
"61";"Alveolata";"Ciliophora";"Nassophorea";"Nassophorea_X";"Microthoracida";"Leptopharynx";"Leptopharynx_costatus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62";"Alveolata";"Ciliophora";"Nassophorea";"Nassophorea_X";"Microthoracida";"Microthoracida_X";"Microthoracida_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63";"Alveolata";"Ciliophora";"Nassophorea";"Nassophorea_X";"Microthoracida";"Trochiliopsis";"Trochiliopsis_australis";0;0;0;0;6;1;4;3;0;0;0;0;1;0;0;1;0;0;0;2;8;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";"Alveolata";"Ciliophora";"Nassophorea";"Nassophorea_X";"Nassulida";"Nassulida_X";"Nassulida_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"Alveolata";"Ciliophora";"Oligohymenophorea";"Astomatia";"Astomatida";"Astomatida_X";"Astomatida_X_sp";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"66";"Alveolata";"Ciliophora";"Oligohymenophorea";"Astomatia";"Astomatida";"Metaracoelophrya";"Metaracoelophrya_intermedia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"67";"Alveolata";"Ciliophora";"Oligohymenophorea";"Hymenostomatia";"Glaucomidae";"Anteglaucoma";"Anteglaucoma_harbinensis";0;0;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0
"68";"Alveolata";"Ciliophora";"Oligohymenophorea";"Hymenostomatia";"Glaucomidae";"Glaucoma";"Glaucoma_scintillans";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"69";"Alveolata";"Ciliophora";"Oligohymenophorea";"Hymenostomatia";"Glaucomidae";"Glaucomidae_X";"Glaucomidae_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"70";"Alveolata";"Ciliophora";"Oligohymenophorea";"Hymenostomatia";"Tetrahymenida";"Tetrahymena";"Tetrahymena_australis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"71";"Alveolata";"Ciliophora";"Oligohymenophorea";"Hymenostomatia";"Tetrahymenida";"Tetrahymenida_X";"Tetrahymenida_X_sp";0;0;1;0;0;0;4;0;0;9;0;0;7;1;0;0;0;0;0;0;3;5;0;0;0;2;0;0;4;10;0;0;0;4;0;0;7;7;0;0;0;2;0;0;3;8;0
"72";"Alveolata";"Ciliophora";"Oligohymenophorea";"OLIGO4";"OLIGO4_X";"OLIGO4_XX";"OLIGO4_XX_sp";0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"73";"Alveolata";"Ciliophora";"Oligohymenophorea";"OLIGO6";"OLIGO6_X";"OLIGO6_XX";"OLIGO6_XX_sp";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"74";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Oligohymenophorea_XX";"Cardiostomatella";"Cardiostomatella_sp";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"75";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Oligohymenophorea_XX";"Cardiostomatella";"Cardiostomatella_vermiformis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"76";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Oligohymenophorea_XX";"Dexiotricha";"Dexiotricha_cf._granulosa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Oligohymenophorea_XX";"Oligohymenophorea_XXX";"Oligohymenophorea_XXX_sp";0;0;0;0;17;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0
"78";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Oligohymenophorea_XX";"Paratetrahymena";"Paratetrahymena_wassi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"79";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Urocentridae";"Urocentrum";"Urocentrum_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"80";"Alveolata";"Ciliophora";"Oligohymenophorea";"Oligohymenophorea_X";"Urocentridae";"Urocentrum";"Urocentrum_turbo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"81";"Alveolata";"Ciliophora";"Oligohymenophorea";"Peniculia";"Frontoniidae_2";"Frontoniidae_2_X";"Frontoniidae_2_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"82";"Alveolata";"Ciliophora";"Oligohymenophorea";"Peniculia";"Parameciidae";"Paramecium";"Paramecium_biaurelia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"83";"Alveolata";"Ciliophora";"Oligohymenophorea";"Peniculia";"Parameciidae";"Paramecium";"Paramecium_buetschlii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
