"";"Domain";"Phylum";"Class";"Order";"Family";"Genus";"Species";"AD_DNF";"AD_EFF";"AD_INF";"AD_NFC";"AH_DNF";"AH_EFF";"AH_INF";"AH_NFC";"BE_EFF";"BE_INF";"BE_NFC";"EM_DNF";"EM_EFF";"EM_INF";"EM_NFC";"FD_DNF";"FD_EFF";"FD_INF";"FD_NFC";"FR_DNF";"FR_EFF";"FR_INF";"FR_NFC";"MN_DNF";"MN_EFF";"MN_INF";"MN_NFC";"TE_DNF";"TE_EFF";"TE_INF";"TE_NFC";"TG_DNF";"TG_EFF";"TG_INF";"TG_NFC";"TU_DNF";"TU_EFF";"TU_INF";"TU_NFC";"WT_DNF";"WT_EFF";"WT_INF";"WT_NFC";"ZR_DNF";"ZR_EFF";"ZR_INF";"ZR_NFC"
"2188";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Riemerella";"Riemerella|anatipestifer|CH3";0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0
"2189";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Riemerella";"Riemerella|columbina|DSM|16469";0;0;0;0;0;0;1;0;2;2;6;0;0;2;0;0;0;2;2;0;0;1;1;0;0;2;0;0;0;2;0;0;0;4;0;0;1;18;0;0;0;2;0;0;1;2;0
"2190";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Robiginitalea";"Robiginitalea|biformata|HTCC2501";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2191";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Robiginitalea";"uncultured|organism";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2192";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Salinimicrobium";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2193";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Siansivirga";"Siansivirga|zeaxanthinifaciens";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2194";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Sinomicrobium";"uncultured|Flavobacteriaceae|bacterium";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2195";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Soonwooa";"Soonwooa|buanensis";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"2196";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Soonwooa";"uncultured|bacterium";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"2197";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Subsaxibacter";"Subsaxibacter|broadyi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"2198";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Subsaxibacter";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"2199";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Sufflavibacter";"Formosa|sp.|F75058";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2200";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Sufflavibacter";"uncultured|Bacteroidetes|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"2201";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Tamlana";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2202";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Tamlana";"uncultured|Bacteroidetes|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"2203";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Tamlana";"uncultured|soil|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2204";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Tenacibaculum";"Flexibacter|sp.|S4471";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"2205";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Ulvibacter";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2206";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Ulvibacter";"uncultured|marine|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"2207";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"Bacteroidetes|bacterium|B1";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2208";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"Flavobacteriaceae|bacterium|GUDS910";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2209";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"Flavobacteriaceae|bacterium|HC-2004";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"2210";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|bacterium";0;2;4;0;0;0;3;2;2;11;14;1;0;11;0;2;3;7;6;2;1;1;1;4;2;18;1;3;3;47;3;2;2;34;1;4;0;5;0;0;1;13;0;0;0;10;0
"2211";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|Bacteroidetes|bacterium";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"2212";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|Flavobacteriaceae|bacterium";0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;2;1;2;2;0;1;0;1;0;0;4;0;0;0;3;0;0;0;0;0;0;0;5;0;0;1;1;0;0;0;2;0
"2213";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|Flavobacteriales|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2214";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|Flavobacteriia|bacterium";0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2215";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|marine|bacterium";5;2;7;6;1;3;4;0;7;3;10;1;0;3;0;2;0;2;1;11;3;0;4;3;12;4;1;2;5;8;2;2;0;10;3;0;0;6;1;1;0;3;0;0;1;2;0
"2216";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"uncultured|prokaryote";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2217";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured";"unidentified|eubacterium|SCB49";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"2218";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured|bacterium";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;4;0;0;1;0;0;0;0;2;0
"2219";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"uncultured|Chryseobacterium|sp";"uncultured|Chryseobacterium|sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0
"2220";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Wautersiella|sp.|M1T8B12";"Wautersiella|sp.|M1T8B12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"2221";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Wautersiella|sp.|MBG55";"Wautersiella|sp.|MBG55";0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;0;0;0;1;0;0;0;4;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0
"2222";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Weeksella";"uncultured|bacterium";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0
"2223";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Weeksella";"uncultured|Flavobacterium|sp";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"2224";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Weeksella";"Weeksella|sp.|FF8";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2225";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Weeksella";"Weeksella|virosa|DSM|16922";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"2226";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"uncultured|bacterium";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0
"2227";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"uncultured|Bacteroidetes|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2228";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";"Winogradskyella|sp.|HME9613";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2229";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Zhouia";"Zhouia|amylolytica|AD3";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2230";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Zunongwangia";"Zunongwangia|profunda|SM-A87";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2231";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS7|marine|group";"uncultured|marine|bacterium";"uncultured|marine|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2232";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS7|marine|group";"unidentified|marine|bacterioplankton";"unidentified|marine|bacterioplankton";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2233";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|bacterium";"uncultured|bacterium";0;0;2;1;75;5;0;48;4;3;16;43;1;4;18;45;10;5;60;6;0;4;16;103;6;2;76;99;15;2;145;102;10;0;71;57;3;0;70;100;33;14;55;25;6;1;24
"2234";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|bacterium|PHOS-HE28";"uncultured|bacterium|PHOS-HE28";0;0;0;0;5;1;0;12;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;14;0;0;3;1;0;0;1;5;1;0;1;8;0;0;3;0;0;0;0
"2235";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|Bacteroidetes|bacterium";"uncultured|Bacteroidetes|bacterium";0;0;2;0;15;1;3;28;1;3;9;24;1;0;9;23;1;3;13;0;0;0;1;43;2;0;20;21;1;0;33;29;2;0;34;20;0;0;19;25;22;0;25;27;1;2;26
"2236";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|Flavobacteriales|bacterium";"uncultured|Flavobacteriales|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2237";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|Flavobacteriia|bacterium";"uncultured|Flavobacteriia|bacterium";0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"2238";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|prokaryote";"uncultured|prokaryote";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
"2239";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"NS9|marine|group";"uncultured|soil|bacterium";"uncultured|soil|bacterium";0;0;0;1;5;4;1;4;0;0;3;3;0;0;2;2;0;0;5;0;0;0;0;8;0;0;5;1;0;0;3;3;0;0;3;3;0;0;3;2;1;1;4;15;1;0;8
"2240";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Schleiferiaceae";"Schleiferia";"Schleiferia|thermophila|str.|Yellowstone";1;0;0;0;8;0;0;3;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"2241";"Bacteria";"Bacteroidetes";"Flavobacteriia";"Flavobacteriales";"Schleiferiaceae";"Schleiferia";"uncultured|Bacteroidetes|bacterium";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"2242";"Bacteria";"Bacteroidetes";"SBXY-6786";"uncultured|organism";"uncultured|organism";"uncultured|organism";"uncultured|organism";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2243";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"AKYH767";"uncultured|bacterium";"uncultured|bacterium";64;17;12;24;29;8;3;35;0;0;0;50;11;5;22;48;10;6;37;0;2;0;0;72;39;1;75;7;2;0;30;30;7;0;40;76;11;1;65;26;6;0;18;11;5;6;7
"2244";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"AKYH767";"uncultured|Bacteroidetes|bacterium";"uncultured|Bacteroidetes|bacterium";63;16;2;16;49;12;2;70;0;0;0;67;34;4;43;76;16;8;47;0;0;0;0;121;41;1;110;25;7;0;54;26;6;2;45;52;9;2;39;28;20;0;22;14;4;3;10
"2245";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"Chitinophaga|pinensis|DSM|2588";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2246";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"Chitinophaga|skermanii";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2247";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"Flexibacter|sp.|1-O-7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2248";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"Terrimonas|sp.|16-45A";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2249";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"uncultured|bacterium";0;0;0;0;0;2;0;0;2;0;3;0;0;0;0;0;0;1;0;0;1;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"2250";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"uncultured|Bacteroidetes|bacterium";0;0;1;0;4;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;9;0;0;4;2;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"2251";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"uncultured|Chitinophaga|sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"2252";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"uncultured|soil|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"2253";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";"uncultured|Sphingobacteriales|cum|Crenotrichaceae|bacterium";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"2254";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Cnuella";"uncultured|bacterium";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2255";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Crenotalea";"Crenotalea|thermophila";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0
"2256";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Crenotalea";"uncultured|Bacteroidales|bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2257";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Crenotalea";"uncultured|Bacteroidetes|bacterium";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2258";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"Ferruginibacter|alkalilentus";23;2;0;5;1;0;0;3;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;2;3;0;0;3;1;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0
"2259";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"Ferruginibacter|lapsinanis";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"2260";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"Ferruginibacter|sp.|HME8881";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2261";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"metagenome";21;2;1;9;4;0;2;5;0;0;1;7;4;1;4;5;0;1;4;2;0;0;2;29;6;0;9;6;0;0;9;6;1;0;10;1;2;0;5;5;1;0;7;3;0;1;3
"2262";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"Sphingobacteriales|bacterium|HU1-IH3";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2263";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"uncultured|bacterium";287;44;5;152;82;6;1;94;5;3;20;111;18;15;91;21;1;2;26;29;9;2;40;185;33;5;154;130;6;2;125;56;8;0;76;49;3;3;54;56;11;2;59;56;4;1;43
"2264";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"uncultured|Bacteroidetes|bacterium";154;25;3;81;61;16;3;48;5;4;10;74;23;7;50;16;0;0;11;18;7;0;11;135;19;4;107;62;2;1;58;25;9;1;29;28;1;0;33;27;18;1;32;27;3;4;26
"2265";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Ferruginibacter";"uncultured|Chitinophagaceae|bacterium";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;0;1;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
