"";"Supergroup";"Phylum";"Class";"Order";"Family";"Genus";"Species";"AD_DNF";"AD_EFF";"AD_INF";"AD_NFC";"AH_DNF";"AH_EFF";"AH_INF";"AH_NFC";"BE_EFF";"BE_INF";"BE_NFC";"EM_DNF";"EM_EFF";"EM_INF";"EM_NFC";"FD_DNF";"FD_EFF";"FD_INF";"FD_NFC";"FR_DNF";"FR_EFF";"FR_INF";"FR_NFC";"MN_DNF";"MN_EFF";"MN_INF";"MN_NFC";"TE_DNF";"TE_EFF";"TE_INF";"TE_NFC";"TG_DNF";"TG_EFF";"TG_INF";"TG_NFC";"TU_DNF";"TU_EFF";"TU_INF";"TU_NFC";"WT_DNF";"WT_EFF";"WT_INF";"WT_NFC";"ZR_DNF";"ZR_EFF";"ZR_NFC";"ZR~R1_INF";"ZR~R2_INF";"ZR~R3_INF"
"1";"Alveolata";"Alveolata_X";"Alveolata_XX";"Alveolata_XXX";"Alveolata_XXXX";"Alveolata_XXXXX";"Alveolata_XXXXX_sp";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"2";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Apicomplexa_XX";"Apicomplexa_XXX";"Nephromyces";"Nephromyces_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"3";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Eucoccidiorida";"Cryptosporidium";"Cryptosporidium_parvum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"4";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Eucoccidiorida";"Cryptosporidium";"Cryptosporidium_sp";0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;3;3;0;4;0;0;0;0;0;0;0;0;2;10;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;1
"5";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Eucoccidiorida";"Cryptosporidium";"Cryptosporidium_struthionis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Coccidia";"Sarcocystidae";"Toxoplasma";"Toxoplasma_gondii";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Colpodellidae";"Colpodellidae_X";"Colpodella";"Colpodella_tetrahymenae";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Colpodellidae";"Colpodellidae_X";"Colpodellidae_XX";"Colpodellidae_XX_sp";0;2;0;0;1;0;1;4;0;2;0;0;0;0;0;14;7;0;9;0;0;2;0;0;0;1;0;15;27;2;7;0;2;3;0;16;1;0;17;0;2;0;0;0;0;0;0;4;4
"9";"Alveolata";"Apicomplexa";"Apicomplexa_X";"Gregarines";"Gregarines_X";"Apicystis";"Apicystis_bombi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"10";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Apometopidae";"Urostomides";"Urostomides_striatus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Armophorea_XX";"Armophorea_XXX";"Armophorea_XXX_sp";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"12";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Armophorea_XX";"Heterometopus";"Heterometopus_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Armophorea_XX";"Metopus_2";"Metopus_setosus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Caenomorphidae";"Caenomorpha";"Caenomorpha_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"15";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Clevelandellida";"Clevelandella";"Clevelandella_panesthiae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"16";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Clevelandellida";"Clevelandellida_X";"Clevelandellida_X_sp";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"17";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Metopidae";"Brachonella";"Brachonella_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Metopidae";"Metopus_1";"Metopus_contortus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"19";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Metopidae";"Metopus_1";"Metopus_es";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"20";"Alveolata";"Ciliophora";"Armophorea";"Armophorea_X";"Metopidae";"Metopus_1";"Metopus_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"21";"Alveolata";"Ciliophora";"Cariacotrichea";"Cariacotrichea_X";"Cariacotrichea_XX";"Cariacotrichea_XXX";"Cariacotrichea_XXX_sp";18;0;0;1;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"22";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Bursariomorphida";"Bryometopus";"Bryometopus_triquetrus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Bursariomorphida";"Bursariomorphida_X";"Bursariomorphida_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"24";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Bryophryoides";"Bryophryoides_ocellatus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpoda";"Colpoda_aspera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"26";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpoda";"Colpoda_elliotti";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpoda";"Colpoda_lucida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"28";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpoda";"Colpoda_steinii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Colpodida_X";"Colpodida_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
"30";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Exocolpoda";"Exocolpoda_augustini";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Colpodida";"Pseudoplatyophrya";"Pseudoplatyophrya_nana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"32";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Platyophryida";"Platyophrya";"Platyophrya_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Platyophryida";"Platyophryida_X";"Platyophryida_X_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"34";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";"Sandmanniellidae";"Sandmanniella";"Sandmanniella_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"35";"Alveolata";"Ciliophora";"CONTH_1";"CONTH_1_X";"CONTH_1_XX";"CONTH_1_XXX";"CONTH_1_XXX_sp";0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;0;0;4;0;0;2;0;0;0;1;0;0;0;0;0;0
"36";"Alveolata";"Ciliophora";"CONTH_2";"CONTH_2_X";"CONTH_2_XX";"CONTH_2_XXX";"CONTH_2_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"37";"Alveolata";"Ciliophora";"CONTH_3";"CONTH_3_X";"CONTH_3_XX";"CONTH_3_XXX";"CONTH_3_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;10;3;0;10;7;1;0;2;0;0;0;0;0;0;0;0;0;9;0;0;14;0;0;4;11;2;3;20;0;0;1;0;0;2;1;1;0;0
"38";"Alveolata";"Ciliophora";"CONTH_6";"CONTH_6_X";"CONTH_6_XX";"CONTH_6_XXX";"CONTH_6_XXX_sp";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"39";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"CONThreeP_XX";"Askenasia";"Askenasia_sp";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;0;1;3;0;1;0;0;0;0;0;1;0;0
"40";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"CONThreeP_XX";"CONThreeP_XXX";"CONThreeP_XXX_sp";0;0;0;0;0;2;0;1;0;0;0;14;5;0;6;2;2;0;2;0;0;0;0;0;0;0;0;0;5;5;0;16;1;2;2;14;1;3;16;0;2;0;2;0;2;2;0;0;0
"41";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"CONThreeP_XX";"Paraspathidium";"Paraspathidium_apofuscum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"42";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Cryptocaryonidae";"Cryptocaryon";"Cryptocaryon_irritans";0;0;0;0;0;0;0;0;0;0;0;8;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;3;12;0;1;15;0;0;0;0;0;0;0;0;0;0
"43";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Plagiocampidae";"Plagiocampa";"Plagiocampa_sp";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;3;0;0;5;3;1;0;7;0;0;0;0;0;0;0;0;0;0
"44";"Alveolata";"Ciliophora";"CONThreeP";"CONThreeP_X";"Urotrichidae";"Urotricha";"Urotricha_sp";0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;1;2;5;7;15;1;0;3;3;0;1;6;1;1;2;2;0;1;1;2;0;0
"45";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Blepharismidae";"Blepharisma";"Blepharisma_steini";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"46";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Climacostomidae";"Climacostomum";"Climacostomum_sp";0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"47";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Climacostomidae";"Climacostomum";"Climacostomum_virens";0;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
"48";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Condylostomatidae";"Linostomella";"Linostomella_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"49";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_ambiguum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_minus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"51";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;5;2;1;2;3
"52";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Spirostomidae";"Spirostomum";"Spirostomum_teres";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;3;0;0;2;0;1;1;6;1
"53";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_amethystinus";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"54";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_coeruleus";0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;21;2;2;0;0;1;0;1;11;0;5;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"55";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_igneus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"56";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_polymorphus";0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;6;0;1;0;1;0;0;0;6;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0
"57";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_roeselii";0;0;0;0;0;0;1;34;0;1;0;5;1;0;0;3;19;5;10;0;5;0;0;3;13;0;4;0;20;0;0;0;2;0;0;1;1;0;3;0;1;0;0;0;1;0;0;0;0
"58";"Alveolata";"Ciliophora";"Heterotrichea";"Heterotrichea_X";"Stentoridae";"Stentor";"Stentor_sp";0;0;0;0;0;1;0;0;0;0;0;0;5;0;1;8;16;0;1;0;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;4;0;0;0;0
"59";"Alveolata";"Ciliophora";"Karyorelictea";"Karyorelictea_X";"Kentrophoridae";"Kentrophoros";"Kentrophoros_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_2";"Haptoria_2_X";"Chaenea";"Chaenea_mirabilis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_2";"Haptoria_2_X";"Chaenea";"Chaenea_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_2";"Haptoria_2_X";"Haptoria_2_XX";"Haptoria_2_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_3";"Haptoria_3_X";"Fuscheria";"Fuscheria_uluruensis";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_3";"Haptoria_3_X";"Haptoria_3_XX";"Haptoria_3_XX_sp";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_4";"Didiniidae";"Didiniidae_X";"Didiniidae_X_sp";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Acineria";"Acineria_incurvata";42;12;0;0;4;26;54;11;1;0;0;1;0;0;2;4;29;0;9;3;26;2;0;0;1;0;9;0;12;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;3;6
"67";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Amphileptus";"Amphileptus_aeschtae";32;0;0;1;7;13;2;14;0;0;0;0;0;0;0;2;0;0;2;1;1;0;0;0;0;0;1;0;5;0;1;3;0;0;0;0;0;0;0;0;5;1;0;0;1;0;0;0;0
"68";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Amphileptus";"Amphileptus_dragescoi";52;0;0;0;3;7;1;16;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;2;4;0;7;0;13;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;2;1
"69";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Epiphyllum";"Epiphyllum_shenzhenense";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"70";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Hemiophrys";"Hemiophrys_macrostoma";268;5;2;11;4;35;4;62;5;2;0;6;3;0;8;0;4;0;5;0;2;0;0;21;8;0;86;4;237;0;8;1;4;0;0;0;0;0;0;3;11;0;1;4;3;1;4;0;1
"71";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Hemiophrys";"Hemiophrys_procera";18;36;0;0;19;186;40;78;4;0;0;0;0;0;1;5;10;1;7;0;13;4;4;2;0;0;6;1;28;0;1;1;5;0;0;1;1;0;0;10;10;1;3;5;2;4;4;0;2
"72";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Kentrophyllidae";"Kentrophyllidae_sp";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"73";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Kentrophyllum";"Kentrophyllum_verrucosum";8;0;0;0;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"74";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_gracilis";15;0;0;5;0;1;1;1;0;0;0;0;0;0;0;1;2;0;7;0;0;0;0;0;0;0;0;0;2;0;0;4;2;0;0;3;0;0;3;0;1;0;1;1;0;2;0;0;2
"75";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_paracygnus";3;1;0;0;3;2;8;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;3;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"76";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Litonotus";"Litonotus_pictus";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"77";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_helus";25;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;4;2;8;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"78";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_jini";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"79";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_perihoplophorum";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"80";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_rostratum";2;0;0;0;0;2;2;1;0;0;0;1;0;0;0;3;7;2;9;3;0;0;2;0;1;0;0;0;1;0;0;9;6;2;0;2;0;2;6;0;0;1;0;0;2;0;2;1;4
"81";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Loxophyllum";"Loxophyllum_utriculariae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"82";"Alveolata";"Ciliophora";"Litostomatea";"Haptoria_5";"Pleurostomatida";"Pleurostomatida_X";"Pleurostomatida_X_sp";415;35;3;34;51;134;46;198;4;7;0;9;6;2;3;55;91;12;41;3;23;5;0;8;13;0;35;11;179;4;7;20;36;0;2;33;17;2;56;15;29;9;12;6;10;6;3;8;13
